#1
double DTIE(8761,2)
2827800 6.615e-07
2831400 2.0265e-06
2835000 8.505e-07
2838600 1.5855000000000001e-06
2842200 1.6800000000000002e-07
2845800 3.5700000000000003e-07
2849400 3.5700000000000003e-07
2853000 6.825e-07
2856600 7.140000000000001e-07
2860200 0.0
2863800 0.0
2867400 0.0
2871000 3.0449999999999995e-07
2874600 1.701e-06
2878200 3.5805000000000003e-06
2881800 1.8900000000000001e-06
2885400 1.6800000000000002e-07
2889000 1.0395e-06
2892600 2.2155e-06
2896200 2.1105e-06
2899800 2.2994999999999998e-06
2903400 1.092e-06
2907000 7.35e-07
2910600 6.615e-07
2914200 6.615e-07
2917800 2.0265e-06
2921400 8.505e-07
2925000 1.5855000000000001e-06
2928600 1.6800000000000002e-07
2932200 3.5700000000000003e-07
2935800 3.5700000000000003e-07
2939400 6.825e-07
2943000 7.140000000000001e-07
2946600 0.0
2950200 0.0
2953800 0.0
2957400 3.0449999999999995e-07
2961000 1.701e-06
2964600 3.5805000000000003e-06
2968200 1.8900000000000001e-06
2971800 1.6800000000000002e-07
2975400 1.0395e-06
2979000 2.2155e-06
2982600 2.1105e-06
2986200 2.2994999999999998e-06
2989800 1.092e-06
2993400 7.35e-07
2997000 6.615e-07
3000600 6.615e-07
3004200 2.0265e-06
3007800 8.505e-07
3011400 1.5855000000000001e-06
3015000 1.6800000000000002e-07
3018600 3.5700000000000003e-07
3022200 3.5700000000000003e-07
3025800 6.825e-07
3029400 7.140000000000001e-07
3033000 0.0
3036600 0.0
3040200 0.0
3043800 3.0449999999999995e-07
3047400 1.701e-06
3051000 3.5805000000000003e-06
3054600 1.8900000000000001e-06
3058200 1.6800000000000002e-07
3061800 1.0395e-06
3065400 2.2155e-06
3069000 2.1105e-06
3072600 2.2994999999999998e-06
3076200 1.092e-06
3079800 7.35e-07
3083400 6.615e-07
3087000 6.615e-07
3090600 2.0265e-06
3094200 8.505e-07
3097800 1.5855000000000001e-06
3101400 1.6800000000000002e-07
3105000 3.5700000000000003e-07
3108600 3.5700000000000003e-07
3112200 6.825e-07
3115800 7.140000000000001e-07
3119400 0.0
3123000 0.0
3126600 0.0
3130200 3.0449999999999995e-07
3133800 1.701e-06
3137400 3.5805000000000003e-06
3141000 1.8900000000000001e-06
3144600 1.6800000000000002e-07
3148200 1.0395e-06
3151800 2.2155e-06
3155400 2.1105e-06
3159000 2.2994999999999998e-06
3162600 1.092e-06
3166200 7.35e-07
3169800 6.615e-07
3173400 6.615e-07
3177000 2.0265e-06
3180600 8.505e-07
3184200 1.5855000000000001e-06
3187800 1.6800000000000002e-07
3191400 3.5700000000000003e-07
3195000 3.5700000000000003e-07
3198600 6.825e-07
3202200 7.140000000000001e-07
3205800 0.0
3209400 0.0
3213000 0.0
3216600 3.0449999999999995e-07
3220200 1.701e-06
3223800 3.5805000000000003e-06
3227400 1.8900000000000001e-06
3231000 1.6800000000000002e-07
3234600 1.0395e-06
3238200 2.2155e-06
3241800 2.1105e-06
3245400 2.2994999999999998e-06
3249000 1.092e-06
3252600 7.35e-07
3256200 6.615e-07
3259800 6.615e-07
3263400 2.0265e-06
3267000 8.505e-07
3270600 1.5855000000000001e-06
3274200 1.6800000000000002e-07
3277800 3.5700000000000003e-07
3281400 3.5700000000000003e-07
3285000 6.825e-07
3288600 7.140000000000001e-07
3292200 0.0
3295800 0.0
3299400 0.0
3303000 3.0449999999999995e-07
3306600 1.701e-06
3310200 3.5805000000000003e-06
3313800 1.8900000000000001e-06
3317400 1.6800000000000002e-07
3321000 1.0395e-06
3324600 2.2155e-06
3328200 2.1105e-06
3331800 2.2994999999999998e-06
3335400 1.092e-06
3339000 7.35e-07
3342600 6.615e-07
3346200 6.615e-07
3349800 2.0265e-06
3353400 8.505e-07
3357000 1.5855000000000001e-06
3360600 1.6800000000000002e-07
3364200 3.5700000000000003e-07
3367800 3.5700000000000003e-07
3371400 6.825e-07
3375000 7.140000000000001e-07
3378600 0.0
3382200 0.0
3385800 0.0
3389400 3.0449999999999995e-07
3393000 1.701e-06
3396600 3.5805000000000003e-06
3400200 1.8900000000000001e-06
3403800 1.6800000000000002e-07
3407400 1.0395e-06
3411000 2.2155e-06
3414600 2.1105e-06
3418200 2.2994999999999998e-06
3421800 1.092e-06
3425400 7.35e-07
3429000 6.615e-07
3432600 6.615e-07
3436200 2.0265e-06
3439800 8.505e-07
3443400 1.5855000000000001e-06
3447000 1.6800000000000002e-07
3450600 3.5700000000000003e-07
3454200 3.5700000000000003e-07
3457800 6.825e-07
3461400 7.140000000000001e-07
3465000 0.0
3468600 0.0
3472200 0.0
3475800 3.0449999999999995e-07
3479400 1.701e-06
3483000 3.5805000000000003e-06
3486600 1.8900000000000001e-06
3490200 1.6800000000000002e-07
3493800 1.0395e-06
3497400 2.2155e-06
3501000 2.1105e-06
3504600 2.2994999999999998e-06
3508200 1.092e-06
3511800 7.35e-07
3515400 6.615e-07
3519000 6.615e-07
3522600 2.0265e-06
3526200 8.505e-07
3529800 1.5855000000000001e-06
3533400 1.6800000000000002e-07
3537000 3.5700000000000003e-07
3540600 3.5700000000000003e-07
3544200 6.825e-07
3547800 7.140000000000001e-07
3551400 0.0
3555000 0.0
3558600 0.0
3562200 3.0449999999999995e-07
3565800 1.701e-06
3569400 3.5805000000000003e-06
3573000 1.8900000000000001e-06
3576600 1.6800000000000002e-07
3580200 1.0395e-06
3583800 2.2155e-06
3587400 2.1105e-06
3591000 2.2994999999999998e-06
3594600 1.092e-06
3598200 7.35e-07
3601800 6.615e-07
3605400 6.615e-07
3609000 2.0265e-06
3612600 8.505e-07
3616200 1.5855000000000001e-06
3619800 1.6800000000000002e-07
3623400 3.5700000000000003e-07
3627000 3.5700000000000003e-07
3630600 6.825e-07
3634200 7.140000000000001e-07
3637800 0.0
3641400 0.0
3645000 0.0
3648600 3.0449999999999995e-07
3652200 1.701e-06
3655800 3.5805000000000003e-06
3659400 1.8900000000000001e-06
3663000 1.6800000000000002e-07
3666600 1.0395e-06
3670200 2.2155e-06
3673800 2.1105e-06
3677400 2.2994999999999998e-06
3681000 1.092e-06
3684600 7.35e-07
3688200 6.615e-07
3691800 6.615e-07
3695400 2.0265e-06
3699000 8.505e-07
3702600 1.5855000000000001e-06
3706200 1.6800000000000002e-07
3709800 3.5700000000000003e-07
3713400 3.5700000000000003e-07
3717000 6.825e-07
3720600 7.140000000000001e-07
3724200 0.0
3727800 0.0
3731400 0.0
3735000 3.0449999999999995e-07
3738600 1.701e-06
3742200 3.5805000000000003e-06
3745800 1.8900000000000001e-06
3749400 1.6800000000000002e-07
3753000 1.0395e-06
3756600 2.2155e-06
3760200 2.1105e-06
3763800 2.2994999999999998e-06
3767400 1.092e-06
